timestamp,novelty,uncertainty,task_relevance,temporal_importance,resource_cost,scenario
2026-08-14T00:08:34Z,0.7201,0.3373,0.7201,0.7201,0.3305,Scenario C: Gradual Trend
2026-08-14T00:08:35Z,0.7016,0.2139,0.7016,0.7016,0.3691,Scenario C: Gradual Trend
2026-08-14T00:08:36Z,0.7228,0.235,0.7228,0.7228,0.3385,Scenario C: Gradual Trend
2026-08-14T00:08:37Z,0.7701,0.3711,0.7701,0.7701,0.286,Scenario C: Gradual Trend
2026-08-14T00:08:38Z,0.7975,0.2454,0.7975,0.7975,0.3346,Scenario C: Gradual Trend
2026-08-14T00:08:39Z,0.7908,0.3674,0.7908,0.7908,0.2551,Scenario C: Gradual Trend
2026-08-14T00:08:40Z,0.7333,0.2559,0.7333,0.7333,0.2613,Scenario C: Gradual Trend
2026-08-14T00:08:41Z,0.7179,0.3286,0.7179,0.7179,0.3578,Scenario C: Gradual Trend
2026-08-14T00:08:42Z,0.7593,0.3388,0.7593,0.7593,0.2893,Scenario C: Gradual Trend
2026-08-14T00:08:43Z,0.7055,0.3025,0.7055,0.7055,0.3597,Scenario C: Gradual Trend
2026-08-14T00:08:44Z,0.7718,0.2611,0.7718,0.7718,0.3645,Scenario C: Gradual Trend
2026-08-14T00:08:45Z,0.7611,0.2425,0.7611,0.7611,0.3715,Scenario C: Gradual Trend
2026-08-14T00:08:46Z,0.7551,0.2066,0.7551,0.7551,0.3833,Scenario C: Gradual Trend
2026-08-14T00:08:47Z,0.7248,0.2608,0.7248,0.7248,0.2862,Scenario C: Gradual Trend
2026-08-14T00:08:48Z,0.7915,0.3306,0.7915,0.7915,0.2638,Scenario C: Gradual Trend
2026-08-14T00:08:49Z,0.7637,0.3877,0.7637,0.7637,0.3164,Scenario C: Gradual Trend
2026-08-14T00:08:50Z,0.7481,0.3742,0.7481,0.7481,0.2742,Scenario C: Gradual Trend
2026-08-14T00:08:51Z,0.7005,0.3532,0.7005,0.7005,0.3202,Scenario C: Gradual Trend
2026-08-14T00:08:52Z,0.7894,0.3577,0.7894,0.7894,0.3411,Scenario C: Gradual Trend
2026-08-14T00:08:53Z,0.8469,0.333,0.8469,0.8469,0.3377,Scenario C: Gradual Trend
2026-08-14T00:08:54Z,0.8471,0.2521,0.8471,0.8471,0.2749,Scenario C: Gradual Trend
2026-08-14T00:08:55Z,0.787,0.3814,0.787,0.787,0.2334,Scenario C: Gradual Trend
2026-08-14T00:08:56Z,0.7862,0.3341,0.7862,0.7862,0.2861,Scenario C: Gradual Trend
2026-08-14T00:08:57Z,0.8219,0.3121,0.8219,0.8219,0.2285,Scenario C: Gradual Trend
2026-08-14T00:08:58Z,0.7814,0.2222,0.7814,0.7814,0.378,Scenario C: Gradual Trend
2026-08-14T00:08:59Z,0.8239,0.2894,0.8239,0.8239,0.2692,Scenario C: Gradual Trend
2026-08-14T00:09:00Z,0.8413,0.2921,0.8413,0.8413,0.2309,Scenario C: Gradual Trend
2026-08-14T00:09:01Z,0.8587,0.3729,0.8587,0.8587,0.2051,Scenario C: Gradual Trend
2026-08-14T00:09:02Z,0.8224,0.3093,0.8224,0.8224,0.3292,Scenario C: Gradual Trend
2026-08-14T00:09:03Z,0.8228,0.2761,0.8228,0.8228,0.3274,Scenario C: Gradual Trend
2026-08-14T00:09:04Z,0.8061,0.3954,0.8061,0.8061,0.2681,Scenario C: Gradual Trend
2026-08-14T00:09:05Z,0.8111,0.2221,0.8111,0.8111,0.2143,Scenario C: Gradual Trend
2026-08-14T00:09:06Z,0.8327,0.2845,0.8327,0.8327,0.2819,Scenario C: Gradual Trend
2026-08-14T00:09:07Z,0.854,0.2084,0.854,0.854,0.2622,Scenario C: Gradual Trend
2026-08-14T00:09:08Z,0.8739,0.348,0.8739,0.8739,0.3354,Scenario C: Gradual Trend
2026-08-14T00:09:09Z,0.8259,0.3836,0.8259,0.8259,0.3212,Scenario C: Gradual Trend
2026-08-14T00:09:10Z,0.5729,0.9179,0.724,0.2442,0.3312,Scenario D: High Uncertainty
2026-08-14T00:09:11Z,0.5436,0.8889,0.7531,0.2078,0.1524,Scenario D: High Uncertainty
2026-08-14T00:09:12Z,0.6976,0.86,0.7035,0.2072,0.2848,Scenario D: High Uncertainty
2026-08-14T00:09:13Z,0.5908,0.9151,0.7587,0.235,0.1604,Scenario D: High Uncertainty
2026-08-14T00:09:14Z,0.6377,0.9533,0.8546,0.3734,0.2598,Scenario D: High Uncertainty
2026-08-14T00:09:15Z,0.5281,0.9419,0.8036,0.2565,0.2075,Scenario D: High Uncertainty
2026-08-14T00:09:16Z,0.5971,0.8565,0.7696,0.3901,0.2114,Scenario D: High Uncertainty
2026-08-14T00:09:17Z,0.5055,0.8595,0.7743,0.3163,0.2206,Scenario D: High Uncertainty
2026-08-14T00:09:18Z,0.6011,0.9024,0.7003,0.2873,0.2743,Scenario D: High Uncertainty
2026-08-14T00:09:19Z,0.6928,0.8884,0.76,0.316,0.2168,Scenario D: High Uncertainty
2026-08-14T00:09:20Z,0.5768,0.8802,0.8293,0.3033,0.2965,Scenario D: High Uncertainty
2026-08-14T00:09:21Z,0.5078,0.8865,0.8948,0.3518,0.2309,Scenario D: High Uncertainty
2026-08-14T00:09:22Z,0.5062,0.9545,0.8694,0.2565,0.1637,Scenario D: High Uncertainty
2026-08-14T00:09:23Z,0.5776,0.9708,0.7047,0.2706,0.3068,Scenario D: High Uncertainty
2026-08-14T00:09:24Z,0.532,0.9027,0.8797,0.3788,0.2072,Scenario D: High Uncertainty
2026-08-14T00:09:25Z,0.5047,0.9678,0.8566,0.3893,0.2366,Scenario D: High Uncertainty
2026-08-14T00:09:26Z,0.6512,0.8918,0.8561,0.3785,0.2871,Scenario D: High Uncertainty
2026-08-14T00:09:27Z,0.5917,0.9119,0.7916,0.2839,0.2165,Scenario D: High Uncertainty
2026-08-14T00:09:28Z,0.5578,0.8794,0.7796,0.3561,0.1613,Scenario D: High Uncertainty
2026-08-14T00:09:29Z,0.68,0.9333,0.7606,0.2953,0.2248,Scenario D: High Uncertainty
2026-08-14T00:09:30Z,0.5232,0.9773,0.7131,0.2995,0.3389,Scenario D: High Uncertainty
2026-08-14T00:09:31Z,0.6912,0.9285,0.7456,0.2409,0.2783,Scenario D: High Uncertainty
2026-08-14T00:09:32Z,0.5628,0.8965,0.7493,0.3182,0.2843,Scenario D: High Uncertainty
2026-08-14T00:09:33Z,0.6777,0.9342,0.7968,0.2372,0.2765,Scenario D: High Uncertainty
2026-08-14T00:09:34Z,0.6206,0.866,0.8495,0.2663,0.1898,Scenario D: High Uncertainty
2026-08-14T00:09:35Z,0.6653,0.9655,0.7948,0.371,0.2337,Scenario D: High Uncertainty
2026-08-14T00:09:36Z,0.6968,0.9154,0.7116,0.2414,0.3002,Scenario D: High Uncertainty
2026-08-14T00:09:37Z,0.5577,0.9084,0.8916,0.2142,0.1703,Scenario D: High Uncertainty
2026-08-14T00:09:38Z,0.6922,0.9262,0.8885,0.2138,0.2056,Scenario D: High Uncertainty
2026-08-14T00:09:39Z,0.5779,0.9312,0.857,0.3882,0.2053,Scenario D: High Uncertainty
2026-08-14T00:09:40Z,0.5771,0.8593,0.8983,0.3014,0.2364,Scenario D: High Uncertainty
2026-08-14T00:09:41Z,0.5681,0.9387,0.8089,0.2819,0.3461,Scenario D: High Uncertainty
2026-08-14T00:09:42Z,0.6083,0.8815,0.8926,0.3622,0.1635,Scenario D: High Uncertainty
2026-08-14T00:09:43Z,0.5308,0.9428,0.7151,0.3672,0.2537,Scenario D: High Uncertainty
2026-08-14T00:09:44Z,0.6107,0.9569,0.7731,0.2664,0.1859,Scenario D: High Uncertainty
2026-08-14T00:09:45Z,0.6083,0.9545,0.7451,0.3387,0.3441,Scenario D: High Uncertainty
2026-08-14T00:09:46Z,0.6524,0.9218,0.7392,0.3542,0.1727,Scenario D: High Uncertainty
2026-08-14T00:09:47Z,0.6667,0.9176,0.7282,0.3309,0.2307,Scenario D: High Uncertainty
2026-08-14T00:09:48Z,0.5881,0.8686,0.8245,0.2303,0.2976,Scenario D: High Uncertainty
2026-08-14T00:09:49Z,0.5605,0.9508,0.8563,0.3752,0.2909,Scenario D: High Uncertainty
2026-08-14T00:09:50Z,0.5519,0.8853,0.8157,0.3078,0.2345,Scenario D: High Uncertainty
2026-08-14T00:09:51Z,0.5389,0.9146,0.7294,0.2565,0.2193,Scenario D: High Uncertainty
2026-08-14T00:09:52Z,0.5115,0.887,0.8622,0.285,0.2295,Scenario D: High Uncertainty
2026-08-14T00:09:53Z,0.5685,0.8674,0.8272,0.2075,0.2029,Scenario D: High Uncertainty
2026-08-14T00:09:54Z,0.554,0.9318,0.7776,0.2256,0.1911,Scenario D: High Uncertainty
2026-08-14T00:09:55Z,0.6933,0.8571,0.8348,0.3531,0.2466,Scenario D: High Uncertainty
2026-08-14T00:09:56Z,0.6115,0.9473,0.752,0.2,0.2037,Scenario D: High Uncertainty
2026-08-14T00:09:57Z,0.5695,0.8913,0.769,0.2833,0.2075,Scenario D: High Uncertainty
2026-08-14T00:09:58Z,0.6161,0.85,0.8835,0.3045,0.2814,Scenario D: High Uncertainty
2026-08-14T00:09:59Z,0.5278,0.9164,0.7581,0.2109,0.3437,Scenario D: High Uncertainty
2026-08-14T00:10:00Z,0.5888,0.8561,0.794,0.3946,0.2707,Scenario D: High Uncertainty
2026-08-14T00:10:01Z,0.6252,0.8859,0.878,0.2452,0.1654,Scenario D: High Uncertainty
2026-08-14T00:10:02Z,0.5978,0.9419,0.8415,0.2608,0.1651,Scenario D: High Uncertainty
2026-08-14T00:10:03Z,0.5804,0.8581,0.7124,0.2608,0.3403,Scenario D: High Uncertainty
2026-08-14T00:10:04Z,0.6988,0.9591,0.7295,0.2461,0.2095,Scenario D: High Uncertainty
2026-08-14T00:10:05Z,0.6761,0.8505,0.7016,0.2003,0.1684,Scenario D: High Uncertainty
2026-08-14T00:10:06Z,0.6247,0.8821,0.8262,0.3459,0.2698,Scenario D: High Uncertainty
2026-08-14T00:10:07Z,0.6139,0.9463,0.7895,0.3934,0.2747,Scenario D: High Uncertainty
2026-08-14T00:10:08Z,0.6241,0.8911,0.7269,0.2449,0.2797,Scenario D: High Uncertainty
2026-08-14T00:10:09Z,0.5403,0.8632,0.8916,0.3326,0.2035,Scenario D: High Uncertainty
2026-08-14T00:10:10Z,0.579,0.8968,0.8059,0.3484,0.153,Scenario D: High Uncertainty
2026-08-14T00:10:11Z,0.5079,0.8852,0.7484,0.3697,0.343,Scenario D: High Uncertainty
2026-08-14T00:10:12Z,0.5951,0.9596,0.8001,0.2845,0.2002,Scenario D: High Uncertainty
2026-08-14T00:10:13Z,0.6086,0.8907,0.8359,0.2606,0.2852,Scenario D: High Uncertainty
2026-08-14T00:10:14Z,0.5455,0.9526,0.7152,0.2651,0.2913,Scenario D: High Uncertainty
2026-08-14T00:10:15Z,0.6928,0.9659,0.7549,0.3425,0.272,Scenario D: High Uncertainty
2026-08-14T00:10:16Z,0.6819,0.9064,0.8614,0.3634,0.2126,Scenario D: High Uncertainty
2026-08-14T00:10:17Z,0.6444,0.9683,0.7919,0.2363,0.2042,Scenario D: High Uncertainty
2026-08-14T00:10:18Z,0.6067,0.8991,0.8093,0.2742,0.2695,Scenario D: High Uncertainty
2026-08-14T00:10:19Z,0.674,0.9753,0.7866,0.3804,0.3232,Scenario D: High Uncertainty
2026-08-14T00:10:20Z,0.5261,0.8616,0.7088,0.3613,0.3393,Scenario D: High Uncertainty
2026-08-14T00:10:21Z,0.6581,0.9393,0.7331,0.397,0.1712,Scenario D: High Uncertainty
2026-08-14T00:10:22Z,0.525,0.9142,0.7891,0.3508,0.181,Scenario D: High Uncertainty
2026-08-14T00:10:23Z,0.6588,0.9004,0.7418,0.2786,0.3389,Scenario D: High Uncertainty
2026-08-14T00:10:24Z,0.5552,0.9323,0.71,0.3181,0.2973,Scenario D: High Uncertainty
2026-08-14T00:10:25Z,0.6754,0.9415,0.8687,0.3322,0.3266,Scenario D: High Uncertainty
2026-08-14T00:10:26Z,0.6888,0.8506,0.8962,0.2157,0.1905,Scenario D: High Uncertainty
2026-08-14T00:10:27Z,0.5298,0.8717,0.8586,0.3089,0.2675,Scenario D: High Uncertainty
2026-08-14T00:10:28Z,0.5925,0.9427,0.8708,0.3419,0.2902,Scenario D: High Uncertainty
2026-08-14T00:10:29Z,0.6962,0.9366,0.7484,0.2335,0.286,Scenario D: High Uncertainty
2026-08-14T00:10:30Z,0.5967,0.9756,0.8921,0.3561,0.2316,Scenario D: High Uncertainty
2026-08-14T00:10:31Z,0.6727,0.9489,0.7394,0.3168,0.1531,Scenario D: High Uncertainty
2026-08-14T00:10:32Z,0.6177,0.9736,0.8903,0.3904,0.2666,Scenario D: High Uncertainty
2026-08-14T00:10:33Z,0.5751,0.9413,0.899,0.2085,0.2006,Scenario D: High Uncertainty
2026-08-14T00:10:34Z,0.5572,0.8887,0.8423,0.2531,0.2401,Scenario D: High Uncertainty
2026-08-14T00:10:35Z,0.5406,0.8637,0.8962,0.3203,0.3415,Scenario D: High Uncertainty
2026-08-14T00:10:36Z,0.6524,0.9516,0.8139,0.2593,0.2298,Scenario D: High Uncertainty
2026-08-14T00:10:37Z,0.5773,0.9337,0.7519,0.3429,0.318,Scenario D: High Uncertainty
2026-08-14T00:10:38Z,0.6023,0.8563,0.7874,0.3518,0.1877,Scenario D: High Uncertainty
2026-08-14T00:10:39Z,0.5985,0.8968,0.8187,0.2205,0.2845,Scenario D: High Uncertainty
2026-08-14T00:10:40Z,0.6155,0.9744,0.7146,0.3028,0.3454,Scenario D: High Uncertainty
2026-08-14T00:10:41Z,0.6731,0.9151,0.8245,0.3018,0.1704,Scenario D: High Uncertainty
2026-08-14T00:10:42Z,0.6961,0.9063,0.8962,0.2739,0.1517,Scenario D: High Uncertainty
2026-08-14T00:10:43Z,0.5815,0.9095,0.738,0.3866,0.2367,Scenario D: High Uncertainty
2026-08-14T00:10:44Z,0.6655,0.8772,0.8585,0.3655,0.1685,Scenario D: High Uncertainty
2026-08-14T00:10:45Z,0.6529,0.8979,0.8816,0.3394,0.2997,Scenario D: High Uncertainty
2026-08-14T00:10:46Z,0.6147,0.8981,0.8887,0.3429,0.3329,Scenario D: High Uncertainty
2026-08-14T00:10:47Z,0.6912,0.8568,0.892,0.2923,0.2368,Scenario D: High Uncertainty
2026-08-14T00:10:48Z,0.5401,0.9498,0.8043,0.3842,0.2017,Scenario D: High Uncertainty
2026-08-14T00:10:49Z,0.5219,0.9041,0.8955,0.3389,0.2369,Scenario D: High Uncertainty
2026-08-14T00:10:50Z,0.6708,0.9569,0.8515,0.3458,0.2947,Scenario D: High Uncertainty
2026-08-14T00:10:51Z,0.5878,0.9605,0.7323,0.3723,0.1518,Scenario D: High Uncertainty
2026-08-14T00:10:52Z,0.6694,0.8776,0.7954,0.2548,0.2679,Scenario D: High Uncertainty
2026-08-14T00:10:53Z,0.6786,0.9355,0.8437,0.3614,0.2727,Scenario D: High Uncertainty
2026-08-14T00:10:54Z,0.5125,0.9114,0.7495,0.239,0.2775,Scenario D: High Uncertainty
2026-08-14T00:10:55Z,0.6767,0.9644,0.8281,0.2691,0.1984,Scenario D: High Uncertainty
2026-08-14T00:10:56Z,0.5897,0.878,0.8333,0.2671,0.2928,Scenario D: High Uncertainty
2026-08-14T00:10:57Z,0.6021,0.9381,0.7325,0.3957,0.1683,Scenario D: High Uncertainty
2026-08-14T00:10:58Z,0.6253,0.929,0.813,0.3713,0.1899,Scenario D: High Uncertainty
2026-08-14T00:10:59Z,0.6853,0.8884,0.8543,0.3402,0.3255,Scenario D: High Uncertainty
2026-08-14T00:11:00Z,0.5038,0.8678,0.7998,0.3454,0.2977,Scenario D: High Uncertainty
2026-08-14T00:11:01Z,0.5954,0.9347,0.7024,0.3124,0.1527,Scenario D: High Uncertainty
2026-08-14T00:11:02Z,0.6375,0.946,0.7018,0.3894,0.1997,Scenario D: High Uncertainty
2026-08-14T00:11:03Z,0.6445,0.891,0.7714,0.2993,0.1929,Scenario D: High Uncertainty
2026-08-14T00:11:04Z,0.6385,0.9338,0.8852,0.2761,0.2042,Scenario D: High Uncertainty
2026-08-14T00:11:05Z,0.5269,0.9014,0.7457,0.2326,0.1995,Scenario D: High Uncertainty
2026-08-14T00:11:06Z,0.5599,0.9427,0.8269,0.3572,0.1625,Scenario D: High Uncertainty
2026-08-14T00:11:07Z,0.5717,0.8759,0.7444,0.3469,0.2418,Scenario D: High Uncertainty
2026-08-14T00:11:08Z,0.6609,0.9657,0.7643,0.2769,0.2965,Scenario D: High Uncertainty
2026-08-14T00:11:09Z,0.5558,0.8874,0.8696,0.205,0.2713,Scenario D: High Uncertainty
2026-08-14T00:11:10Z,0.5421,0.8978,0.8458,0.3678,0.2846,Scenario D: High Uncertainty
2026-08-14T00:11:11Z,0.6915,0.8576,0.7191,0.2023,0.1662,Scenario D: High Uncertainty
2026-08-14T00:11:12Z,0.5018,0.8645,0.7857,0.3407,0.3403,Scenario D: High Uncertainty
2026-08-14T00:11:13Z,0.6996,0.9171,0.7058,0.3941,0.3177,Scenario D: High Uncertainty
2026-08-14T00:11:14Z,0.6354,0.8848,0.7962,0.2875,0.311,Scenario D: High Uncertainty
2026-08-14T00:11:15Z,0.6657,0.9586,0.8325,0.247,0.3146,Scenario D: High Uncertainty
2026-08-14T00:11:16Z,0.5589,0.8519,0.7237,0.341,0.3365,Scenario D: High Uncertainty
2026-08-14T00:11:17Z,0.5029,0.8993,0.7578,0.3634,0.2589,Scenario D: High Uncertainty
2026-08-14T00:11:18Z,0.6476,0.8939,0.7796,0.3093,0.1901,Scenario D: High Uncertainty
2026-08-14T00:11:19Z,0.6668,0.8525,0.8839,0.3934,0.2734,Scenario D: High Uncertainty
2026-08-14T00:11:20Z,0.6481,0.8662,0.8987,0.2103,0.2986,Scenario D: High Uncertainty
2026-08-14T00:11:21Z,0.5286,0.9038,0.709,0.301,0.2976,Scenario D: High Uncertainty
2026-08-14T00:11:22Z,0.6507,0.9141,0.8522,0.3437,0.2543,Scenario D: High Uncertainty
2026-08-14T00:11:23Z,0.6538,0.9026,0.7743,0.3725,0.1637,Scenario D: High Uncertainty
2026-08-14T00:11:24Z,0.6317,0.919,0.7785,0.2359,0.2242,Scenario D: High Uncertainty
2026-08-14T00:11:25Z,0.6532,0.9274,0.8509,0.36,0.3342,Scenario D: High Uncertainty
2026-08-14T00:11:26Z,0.6692,0.8513,0.8837,0.3105,0.2669,Scenario D: High Uncertainty
2026-08-14T00:11:27Z,0.6227,0.9103,0.8902,0.2793,0.2577,Scenario D: High Uncertainty
2026-08-14T00:11:28Z,0.5177,0.9753,0.8154,0.2263,0.2038,Scenario D: High Uncertainty
2026-08-14T00:11:29Z,0.5975,0.9175,0.7714,0.3731,0.2237,Scenario D: High Uncertainty
2026-08-14T00:11:30Z,0.5155,0.9381,0.8575,0.2315,0.3291,Scenario D: High Uncertainty
2026-08-14T00:11:31Z,0.5815,0.8905,0.7502,0.262,0.2833,Scenario D: High Uncertainty
2026-08-14T00:11:32Z,0.5814,0.9506,0.8128,0.258,0.3075,Scenario D: High Uncertainty
2026-08-14T00:11:33Z,0.5132,0.9505,0.7717,0.3743,0.2409,Scenario D: High Uncertainty
2026-08-14T00:11:34Z,0.5698,0.9178,0.8313,0.3345,0.276,Scenario D: High Uncertainty
2026-08-14T00:11:35Z,0.5222,0.9769,0.7481,0.3593,0.1997,Scenario D: High Uncertainty
2026-08-14T00:11:36Z,0.6616,0.8663,0.7383,0.2501,0.2911,Scenario D: High Uncertainty
2026-08-14T00:11:37Z,0.6895,0.8522,0.8836,0.325,0.2355,Scenario D: High Uncertainty
2026-08-14T00:11:38Z,0.5145,0.9501,0.7204,0.3143,0.2385,Scenario D: High Uncertainty
2026-08-14T00:11:39Z,0.691,0.9549,0.8012,0.3666,0.2799,Scenario D: High Uncertainty
2026-08-14T00:11:40Z,0.9404,0.3745,0.8751,0.9239,0.874,Scenario E: High Cost Event
2026-08-14T00:11:41Z,0.8096,0.3137,0.9036,0.8429,0.8945,Scenario E: High Cost Event
2026-08-14T00:11:42Z,0.9237,0.3739,0.9046,0.9391,0.9059,Scenario E: High Cost Event
2026-08-14T00:11:43Z,0.8439,0.3928,0.8973,0.9455,0.958,Scenario E: High Cost Event
2026-08-14T00:11:44Z,0.8666,0.4445,0.8413,0.8857,0.8656,Scenario E: High Cost Event
2026-08-14T00:11:45Z,0.8033,0.4313,0.8234,0.8215,0.9455,Scenario E: High Cost Event
2026-08-14T00:11:46Z,0.8452,0.4418,0.8954,0.8562,0.9191,Scenario E: High Cost Event
2026-08-14T00:11:47Z,0.8754,0.3017,0.8899,0.9197,0.8874,Scenario E: High Cost Event
2026-08-14T00:11:48Z,0.8084,0.3435,0.8269,0.8551,0.9141,Scenario E: High Cost Event
2026-08-14T00:11:49Z,0.8737,0.4323,0.9058,0.8131,0.889,Scenario E: High Cost Event
2026-08-14T00:11:50Z,0.9391,0.3968,0.8683,0.8835,0.9275,Scenario E: High Cost Event
2026-08-14T00:11:51Z,0.8158,0.3011,0.9002,0.9268,0.9064,Scenario E: High Cost Event
2026-08-14T00:11:52Z,0.9147,0.4609,0.9256,0.9194,0.8714,Scenario E: High Cost Event
2026-08-14T00:11:53Z,0.8615,0.4546,0.8255,0.8263,0.8652,Scenario E: High Cost Event
2026-08-14T00:11:54Z,0.8983,0.4097,0.8029,0.9009,0.9211,Scenario E: High Cost Event
2026-08-14T00:11:55Z,0.839,0.3133,0.9169,0.8331,0.9673,Scenario E: High Cost Event
2026-08-14T00:11:56Z,0.8239,0.4533,0.8915,0.8327,0.8947,Scenario E: High Cost Event
2026-08-14T00:11:57Z,0.8241,0.4167,0.9049,0.9311,0.9453,Scenario E: High Cost Event
2026-08-14T00:11:58Z,0.8106,0.4564,0.9257,0.8375,0.9356,Scenario E: High Cost Event
2026-08-14T00:11:59Z,0.8278,0.4503,0.9204,0.8395,0.9711,Scenario E: High Cost Event
2026-08-14T00:12:00Z,0.8996,0.4606,0.9441,0.8001,0.9567,Scenario E: High Cost Event
2026-08-14T00:12:01Z,0.9323,0.4036,0.8804,0.9306,0.9237,Scenario E: High Cost Event
2026-08-14T00:12:02Z,0.9221,0.3281,0.8733,0.9189,0.9354,Scenario E: High Cost Event
2026-08-14T00:12:03Z,0.9028,0.4342,0.8603,0.8941,0.9668,Scenario E: High Cost Event
2026-08-14T00:12:04Z,0.8166,0.4241,0.8231,0.9125,0.9019,Scenario E: High Cost Event
2026-08-14T00:12:05Z,0.8434,0.4485,0.8859,0.8228,0.8925,Scenario E: High Cost Event
2026-08-14T00:12:06Z,0.8465,0.334,0.8416,0.8687,0.8514,Scenario E: High Cost Event
2026-08-14T00:12:07Z,0.8375,0.339,0.9382,0.8527,0.9575,Scenario E: High Cost Event
2026-08-14T00:12:08Z,0.8773,0.4781,0.8875,0.8141,0.9541,Scenario E: High Cost Event
2026-08-14T00:12:09Z,0.8803,0.45,0.8889,0.8729,0.8636,Scenario E: High Cost Event
2026-08-14T00:12:10Z,0.8535,0.4816,0.8532,0.9381,0.925,Scenario E: High Cost Event
2026-08-14T00:12:11Z,0.8531,0.4517,0.8078,0.806,0.9103,Scenario E: High Cost Event
2026-08-14T00:12:12Z,0.9243,0.4194,0.8048,0.8437,0.8654,Scenario E: High Cost Event
2026-08-14T00:12:13Z,0.9184,0.4308,0.8635,0.8311,0.9775,Scenario E: High Cost Event
2026-08-14T00:12:14Z,0.8462,0.4778,0.8127,0.8357,0.8779,Scenario E: High Cost Event
2026-08-14T00:12:15Z,0.9371,0.4158,0.891,0.9363,0.8587,Scenario E: High Cost Event
2026-08-14T00:12:16Z,0.9429,0.4265,0.9321,0.8702,0.9273,Scenario E: High Cost Event
2026-08-14T00:12:17Z,0.849,0.3313,0.9324,0.8699,0.9461,Scenario E: High Cost Event
2026-08-14T00:12:18Z,0.8532,0.3948,0.8989,0.9141,0.8542,Scenario E: High Cost Event
2026-08-14T00:12:19Z,0.8758,0.4433,0.8317,0.8232,0.9356,Scenario E: High Cost Event
2026-08-14T00:12:20Z,0.9412,0.3542,0.9294,0.8731,0.9192,Scenario E: High Cost Event
2026-08-14T00:12:21Z,0.9314,0.3405,0.9329,0.8645,0.8634,Scenario E: High Cost Event
2026-08-14T00:12:22Z,0.8154,0.3628,0.8295,0.8895,0.8724,Scenario E: High Cost Event
2026-08-14T00:12:23Z,0.8589,0.3483,0.9106,0.9499,0.9238,Scenario E: High Cost Event
2026-08-14T00:12:24Z,0.883,0.343,0.843,0.9154,0.8885,Scenario E: High Cost Event
2026-08-14T00:12:25Z,0.8755,0.385,0.9204,0.8597,0.972,Scenario E: High Cost Event
2026-08-14T00:12:26Z,0.8291,0.4816,0.9496,0.9241,0.9564,Scenario E: High Cost Event
2026-08-14T00:12:27Z,0.9288,0.4014,0.8045,0.8256,0.9779,Scenario E: High Cost Event
2026-08-14T00:12:28Z,0.9015,0.3376,0.9346,0.8046,0.8838,Scenario E: High Cost Event
2026-08-14T00:12:29Z,0.9257,0.3154,0.8934,0.8307,0.9761,Scenario E: High Cost Event
2026-08-14T00:12:30Z,0.9288,0.4392,0.946,0.8511,0.9061,Scenario E: High Cost Event
2026-08-14T00:12:31Z,0.9123,0.3766,0.8698,0.8766,0.8952,Scenario E: High Cost Event
2026-08-14T00:12:32Z,0.8659,0.4644,0.9271,0.8923,0.8565,Scenario E: High Cost Event
2026-08-14T00:12:33Z,0.8916,0.4319,0.8094,0.9366,0.8569,Scenario E: High Cost Event
2026-08-14T00:12:34Z,0.8241,0.4592,0.8503,0.8765,0.94,Scenario E: High Cost Event
2026-08-14T00:12:35Z,0.901,0.3544,0.8101,0.8752,0.9095,Scenario E: High Cost Event
2026-08-14T00:12:36Z,0.8269,0.4385,0.9463,0.8075,0.8794,Scenario E: High Cost Event
2026-08-14T00:12:37Z,0.9041,0.3528,0.9225,0.8052,0.9298,Scenario E: High Cost Event
2026-08-14T00:12:38Z,0.8344,0.4878,0.9279,0.8827,0.8829,Scenario E: High Cost Event
2026-08-14T00:12:39Z,0.8176,0.4273,0.9407,0.8657,0.9251,Scenario E: High Cost Event
2026-08-14T00:12:40Z,0.8248,0.3649,0.8128,0.9259,0.8967,Scenario E: High Cost Event
2026-08-14T00:12:41Z,0.8003,0.3539,0.8578,0.8241,0.9571,Scenario E: High Cost Event
2026-08-14T00:12:42Z,0.9078,0.3382,0.8107,0.8037,0.9567,Scenario E: High Cost Event
2026-08-14T00:12:43Z,0.9099,0.4389,0.8316,0.8674,0.9121,Scenario E: High Cost Event
2026-08-14T00:12:44Z,0.8772,0.3437,0.8344,0.8356,0.8956,Scenario E: High Cost Event
2026-08-14T00:12:45Z,0.8242,0.4191,0.8704,0.8074,0.8971,Scenario E: High Cost Event
2026-08-14T00:12:46Z,0.8125,0.3529,0.8403,0.9087,0.9547,Scenario E: High Cost Event
2026-08-14T00:12:47Z,0.8029,0.4324,0.8151,0.8167,0.8927,Scenario E: High Cost Event
2026-08-14T00:12:48Z,0.8249,0.463,0.8251,0.8912,0.8772,Scenario E: High Cost Event
2026-08-14T00:12:49Z,0.9336,0.4556,0.8221,0.8422,0.861,Scenario E: High Cost Event
2026-08-14T00:12:50Z,0.8362,0.4522,0.946,0.826,0.9107,Scenario E: High Cost Event
2026-08-14T00:12:51Z,0.8531,0.3375,0.9139,0.857,0.9127,Scenario E: High Cost Event
2026-08-14T00:12:52Z,0.8158,0.3177,0.9452,0.9202,0.9593,Scenario E: High Cost Event
2026-08-14T00:12:53Z,0.8334,0.4398,0.866,0.8588,0.8788,Scenario E: High Cost Event
2026-08-14T00:12:54Z,0.8779,0.3737,0.8418,0.9126,0.8995,Scenario E: High Cost Event
